title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,url,categoryName,log_reviews,composite,tier,score_band
New Hong Kong Restaurant II,3.5,72.0,1222 Cortelyou Rd,Brooklyn,New York,US,https://www.newhongkongrestaurantii.com/ka4v2fby/restaurant/order-online,(718) 859-8081,Chinese restaurant,Delivery Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Hong%20Kong%20Restaurant%20II&query_place_id=ChIJoTgBRzFbwokRxCMHDKZu-L0,Chinese restaurant,4.290459441148391,15.017,Micro,3.0–3.5
Marrakech Restaurant,4.5,171.0,1915 Coney Island Ave,Brooklyn,New York,US,,(347) 947-7777,European restaurant,Banquet hall,Bar & grill,Halal restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Marrakech%20Restaurant&query_place_id=ChIJu1no5q9FwokRmDbZ5QvwuCE,European restaurant,5.147494476813453,23.164,Small,4.0–4.5
Mimi´s Haitian Restaurant,5.0,2.0,2077 Nostrand Ave,Brooklyn,New York,US,,,Haitian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mimi%C2%B4s%20Haitian%20Restaurant&query_place_id=ChIJNUj1dVJbwokRMv3Ztwu2FHg,Haitian restaurant,1.0986122886681096,5.493,Micro,4.5–5.0
Joyful Restaurant,4.3,10.0,84 Avenue O,Brooklyn,New York,US,,(347) 659-1880,Asian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Joyful%20Restaurant&query_place_id=ChIJO7BAzNhFwokRv6cwhsF9f-A,Asian restaurant,2.3978952727983707,10.311,Micro,4.0–4.5
The Seaport,4.5,2358.0,19 Fulton St,New York,New York,US,https://theseaport.nyc/,(212) 732-8257,Restaurant,Art gallery,Live music venue,Historical landmark,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Seaport&query_place_id=ChIJ48y8-TxawokROJTPwB3cxz8,Restaurant,7.765993079407675,34.947,Viral,4.0–4.5
Salinas Restaurant,4.8,2792.0,136 9th Ave,New York,New York,US,http://www.salinasnyc.com/,(212) 776-1990,Spanish restaurant,Cocktail bar,Seafood restaurant,Steak house,Wine bar,,,,,,,https://www.google.com/maps/search/?api=1&query=Salinas%20Restaurant&query_place_id=ChIJHcejL7lZwokRNtXyXJbJ27g,Spanish restaurant,7.934871565945176,38.087,Viral,4.5–5.0
Sabai Thai,4.5,1236.0,432 Park Ave S,New York,New York,US,https://www.sabaithai.nyc/,(646) 476-4521,Thai restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sabai%20Thai&query_place_id=ChIJ83Nr8qdZwokRlQ9NQpIpcw4,Thai restaurant,7.1204443723924875,32.042,Popular,4.0–4.5
Cafeteria,4.3,3884.0,119 7th Ave,New York,New York,US,http://www.cafeteriagroup.com/,(212) 414-1717,American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafeteria&query_place_id=ChIJ329uV7xZwokRfM6dcDcOtKY,American restaurant,8.264878262801748,35.539,Viral,4.0–4.5
Blend LIC,4.5,1849.0,47-04 Vernon Blvd,Long Island City,New York,US,https://www.blendlic.com/,(718) 729-2800,Latin American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Blend%20LIC&query_place_id=ChIJEdfcByRZwokRQe04uT7LBNY,Latin American restaurant,7.52294091807237,33.853,Popular,4.0–4.5
Henry's End,4.5,596.0,72 Henry St,Brooklyn,New York,US,https://www.henrysend.com/,(718) 834-1776,American restaurant,Bar,Steak house,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Henry's%20End&query_place_id=ChIJLdYpATdawokRiMEMn3lHExk,American restaurant,6.391917113392602,28.764,Popular,4.0–4.5
Lighthouse,4.5,869.0,145 Borinquen Pl,Brooklyn,New York,US,https://www.lighthousebk.com/?y_source=1_MjAyODE0NDI3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(347) 789-7742,New American restaurant,Bar,Brunch restaurant,Catering food and drink supplier,Cocktail bar,Mediterranean restaurant,Restaurant,Wine bar,,,,https://www.google.com/maps/search/?api=1&query=Lighthouse&query_place_id=ChIJmU4y-OFbwokRuuTUu-zsedc,New American restaurant,6.76849321164863,30.458,Popular,4.0–4.5
Buona Notte,4.5,1750.0,120 Mulberry St #2,New York,New York,US,http://buonanotte-nyc.com/,(212) 965-1111,Italian restaurant,Cocktail bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Buona%20Notte&query_place_id=ChIJH-8y1IlZwokREcBhtiE4sZA,Italian restaurant,7.467942332285852,33.606,Popular,4.0–4.5
Osteria Barocca,4.6,3070.0,133 Mulberry St,New York,New York,US,https://www.ob-ny.com/,(212) 951-1323,Italian restaurant,Neapolitan restaurant,Northern Italian restaurant,Roman restaurant,Sicilian restaurant,Southern Italian restaurant,Tuscan restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Osteria%20Barocca&query_place_id=ChIJK0YQvsRZwokR9r2ubFZRd7E,Italian restaurant,8.029758520440822,36.937,Viral,4.5–5.0
Peaches Lewis,4.3,3548.0,393 Lewis Ave,Brooklyn,New York,US,https://www.bcrestaurantgroup.com/location/peaches-kitchen-bar/,(718) 942-4162,American restaurant,Brunch restaurant,Southern restaurant (US),,,,,,,,,https://www.google.com/maps/search/?api=1&query=Peaches%20Lewis&query_place_id=ChIJvSMmN3ZcwokR2Q8U305wnnQ,American restaurant,8.174421152646497,35.15,Viral,4.0–4.5
Wan Waan (Thai Restaurant),4.7,1049.0,200 8th Ave,New York,New York,US,https://wannyc.com/,(646) 590-8994,Thai restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wan%20Waan%20(Thai%20Restaurant)&query_place_id=ChIJldEZ7LtZwokRoq-d9V19JPo,Thai restaurant,6.956545443151569,32.696,Popular,4.5–5.0
Tabbouleh Cafe & restaurant,4.8,478.0,157 Central Ave,Brooklyn,New York,US,http://www.tabboulehcafe.com/,(718) 673-8301,Mediterranean restaurant,Burrito restaurant,Chicken restaurant,Coffee shop,Dessert restaurant,Falafel restaurant,Middle Eastern restaurant,Restaurant,Salad shop,Tea house,,https://www.google.com/maps/search/?api=1&query=Tabbouleh%20Cafe%20%26%20restaurant&query_place_id=ChIJQdcsCj5fwokRpVGtceWhH4U,Mediterranean restaurant,6.171700597410915,29.624,Small,4.5–5.0
Le Coucou,4.5,2096.0,138 Lafayette St,New York,New York,US,https://www.lecoucou.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,(212) 271-4252,Restaurant,Breakfast restaurant,Family restaurant,Fine dining restaurant,French restaurant,Lunch restaurant,Modern European restaurant,Modern French restaurant,,,,https://www.google.com/maps/search/?api=1&query=Le%20Coucou&query_place_id=ChIJyw5j84lZwokRnUI_UknPSNA,Restaurant,7.64826303090192,34.417,Viral,4.0–4.5
L’Amore Restaurant,4.6,3157.0,171 Mulberry St,New York,New York,US,https://lamoreristorante.com/,(212) 810-6063,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=L%E2%80%99Amore%20Restaurant&query_place_id=ChIJkRBXYC1ZwokRdUjnELX8_J0,Italian restaurant,8.057694194815587,37.065,Viral,4.5–5.0
Coletta Italian Vegan Restaurant,4.7,1106.0,365 3rd Ave,New York,New York,US,http://www.colettanyc.com/,(646) 861-2889,Vegan restaurant,Cocktail bar,Italian restaurant,Kosher restaurant,Pizza restaurant,Restaurant,Vegetarian restaurant,Wine bar,,,,https://www.google.com/maps/search/?api=1&query=Coletta%20Italian%20Vegan%20Restaurant&query_place_id=ChIJhcaYBC5ZwokRnPUwEfUc8lU,Vegan restaurant,7.009408932708637,32.944,Popular,4.5–5.0
Ix Restaurant,4.7,1040.0,43 Lincoln Rd,Brooklyn,New York,US,https://ixrestaurant.com/,(347) 533-6920,Guatemalan restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ix%20Restaurant&query_place_id=ChIJJbl25BJbwokRTVCq-iTcnp8,Guatemalan restaurant,6.947937068614969,32.655,Popular,4.5–5.0
Veranda,4.4,840.0,208-01 Northern Blvd,Bayside,New York,US,http://www.veranda-restaurant.com/,(718) 281-2233,American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Veranda&query_place_id=ChIJeQ7OPtxhwokR0NbauaysWDM,American restaurant,6.734591659972948,29.632,Popular,4.0–4.5
Taverna Kyclades Bayside,4.6,1591.0,39-28 Bell Blvd,Bayside,New York,US,http://www.tavernakyclades.com/,(718) 631-2000,Greek restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Taverna%20Kyclades%20Bayside&query_place_id=ChIJuzR0VnWKwokRqz0Fx66UosM,Greek restaurant,7.3727463664043285,33.915,Popular,4.5–5.0
Jimmy's Trattoria,4.5,467.0,45-73 Bell Blvd,Bayside,New York,US,https://jimmysbayside.com/,(718) 229-5319,Italian restaurant,Bar,Fine dining restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jimmy's%20Trattoria&query_place_id=ChIJl3dV1uZhwokRf1y0GJD1xJ4,Italian restaurant,6.148468295917647,27.668,Small,4.0–4.5
Trattoria 35,4.4,1176.0,213-15 35th Ave,Bayside,New York,US,http://www.trattoria35.com/,(718) 352-3800,Italian restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Trattoria%2035&query_place_id=ChIJv58SiHSKwokRhxrcu3o_zfw,Italian restaurant,7.0707241072602764,31.111,Popular,4.0–4.5
Prode Thai Restaurant,4.8,800.0,251-28 Northern Blvd,Little Neck,New York,US,https://www.prodenyc.com/,(718) 304-9744,Thai restaurant,Asian restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Prode%20Thai%20Restaurant&query_place_id=ChIJGxDwkbmJwokRx4te5me7gAY,Thai restaurant,6.68586094706836,32.092,Popular,4.5–5.0
Marbella,4.5,881.0,220-33 Northern Blvd N/A,Bayside,New York,US,http://www.marbella-restaurant.com/,(718) 423-0100,Spanish restaurant,Banquet hall,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marbella&query_place_id=ChIJN57WvuJhwokRSJvUHq360O0,Spanish restaurant,6.782192056006791,30.52,Popular,4.0–4.5
B2J Tasty Pot Bayside 不二家酸菜鱼 兰州拉面Bayside,4.8,619.0,42-18 Bell Blvd,Bayside,New York,US,https://www.buerjiacsf.com/,(347) 408-4327,Chinese restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=B2J%20Tasty%20Pot%20Bayside%20%E4%B8%8D%E4%BA%8C%E5%AE%B6%E9%85%B8%E8%8F%9C%E9%B1%BC%20%E5%85%B0%E5%B7%9E%E6%8B%89%E9%9D%A2Bayside&query_place_id=ChIJaZd227RhwokRDH9lll87sZg,Chinese restaurant,6.429719478039138,30.863,Popular,4.5–5.0
Press 195,4.4,934.0,40-11 Bell Blvd,Bayside,New York,US,http://www.press195.com/,(718) 281-1950,Sandwich shop,Bar,Chicken wings restaurant,Hamburger restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Press%20195&query_place_id=ChIJRfh_A-BhwokRJzuY4QsBpbU,Sandwich shop,6.840546529288687,30.098,Popular,4.0–4.5
Il Toscano,4.6,465.0,42-05 235th St,Douglaston,New York,US,http://www.iltoscanony.com/,(718) 631-0300,Italian restaurant,Bar,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Il%20Toscano&query_place_id=ChIJ0TU6fQKKwokR3fMksF0h2kI,Italian restaurant,6.144185634125646,28.263,Small,4.5–5.0
Erawan Thai Cuisine,4.8,1657.0,42-31 Bell Blvd,Flushing,New York,US,https://erawanthaibayside.com/?utm_source=google,(718) 428-2112,Thai restaurant,Asian fusion restaurant,Bar,Caterer,Noodle shop,Seafood restaurant,Southeast Asian restaurant,Vegetarian restaurant,,,,https://www.google.com/maps/search/?api=1&query=Erawan%20Thai%20Cuisine&query_place_id=ChIJ5cNKXuBhwokRgOA_ezF1lq4,Thai restaurant,7.4133673356952405,35.584,Popular,4.5–5.0
Il Bacco,4.4,1293.0,253-24 Northern Blvd,Little Neck,New York,US,http://www.ilbaccoristorante.com/,(718) 224-7657,Italian restaurant,Bar,Catering food and drink supplier,Event venue,Lunch restaurant,Restaurant,Seafood restaurant,Wine bar,,,,https://www.google.com/maps/search/?api=1&query=Il%20Bacco&query_place_id=ChIJXTketu-JwokR6rcaxvQrrOY,Italian restaurant,7.165493475060845,31.528,Popular,4.0–4.5
The Sweet Sap,4.5,768.0,189-11 Northern Blvd,Flushing,New York,US,http://www.thesweetsap.com/,(718) 225-1000,Asian fusion restaurant,New American restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Sweet%20Sap&query_place_id=ChIJDemOuDRhwokRHZSIAhFqVl8,Asian fusion restaurant,6.645090969505644,29.903,Popular,4.0–4.5
BKNY Thai Restaurant,4.5,2294.0,47-11 Francis Lewis Blvd,Bayside,New York,US,http://www.bknythai.com/,(718) 281-1900,Thai restaurant,Bar,Restaurant,Southeast Asian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=BKNY%20Thai%20Restaurant&query_place_id=ChIJCchbq8VhwokR6_JIdOumllE,Thai restaurant,7.738488122494646,34.823,Viral,4.0–4.5
Sol de Colombia Restaurant Bar and Bakery,4.6,314.0,34-37 Bell Blvd,Bayside,New York,US,https://drive.google.com/file/d/1GDoGCaYRBzQhlGge-vn3Cd2JvzeUmvde/view?fbclid=PAdGRleAPfphVleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAac0ymR3Zd-jx9U5KQwbp3E4w2VVA6z1FHgK5S0fdKBahjc1VazofIKItIgH7g_aem_xiMXsCt0iBQl8YV0goS0ow,(718) 819-8135,Restaurant,Bakery,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sol%20de%20Colombia%20Restaurant%20Bar%20and%20Bakery&query_place_id=ChIJNckeegCLwokRWSF2XKrBrZA,Restaurant,5.752572638825633,26.462,Small,4.5–5.0
Graziella Restaurant,4.5,106.0,33-29 Francis Lewis Blvd,Flushing,New York,US,http://www.graziellarestaurant.com/,(718) 359-6788,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Graziella%20Restaurant&query_place_id=ChIJp_Yt99VhwokRnY8NKPPDKt8,Italian restaurant,4.672828834461906,21.028,Small,4.0–4.5
Hongdae Korean restaurant,4.8,698.0,149-09 41st Ave,Flushing,New York,US,,(917) 908-0368,Korean restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hongdae%20Korean%20restaurant&query_place_id=ChIJVfOiraVhwokRASKpovthVP8,Korean restaurant,6.54965074223381,31.438,Popular,4.5–5.0
Restaurant Relax,4.9,413.0,68A Newel St,Brooklyn,New York,US,https://www.restaurant-relax.com/,+1 718-389-1665,Polish restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Restaurant%20Relax&query_place_id=ChIJwRJqUE9ZwokRPRQ4Apbnx_A,Polish restaurant,6.025865973825314,29.527,Small,4.5–5.0
Danubius,4.8,323.0,47-57 41st St,Sunnyside,New York,US,http://danubiusnyc.com/,+1 347-651-9282,Romanian restaurant,Eastern European restaurant,Mediterranean restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Danubius&query_place_id=ChIJoRZhs_xfwokREU4NWDLMjt8,Romanian restaurant,5.780743515792329,27.748,Small,4.5–5.0
Miriam Restaurant,4.4,2265.0,79 5th Ave,Brooklyn,New York,US,http://parkslope.miriamrestaurant.com/,+1 718-622-2250,Mediterranean restaurant,Brunch restaurant,Israeli restaurant,Middle Eastern restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Miriam%20Restaurant&query_place_id=ChIJ_yaCB6xbwokRzsbqAJUYxpY,Mediterranean restaurant,7.725771441587952,33.993,Viral,4.0–4.5
Bamonte's,4.5,1314.0,32 Withers St,Brooklyn,New York,US,https://bamontes.shop/,+1 718-384-8831,Italian restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bamonte's&query_place_id=ChIJxRbhJZbmXIgRXq5i2VErjJ4,Italian restaurant,7.181591944611865,32.317,Popular,4.0–4.5
Gottlieb's Restaurant,4.6,1294.0,352 Roebling St #6240,Brooklyn,New York,US,https://gottliebrestaurant.com/order,+1 718-384-6612,Kosher restaurant,Deli,Hungarian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gottlieb's%20Restaurant&query_place_id=ChIJ-br2dN5bwokRpT-rlWnNLKY,Kosher restaurant,7.166265974133638,32.965,Popular,4.5–5.0
River Deli,4.4,590.0,32 Joralemon St,Brooklyn,New York,US,http://riverdelirestaurant.com/,+1 718-254-9200,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=River%20Deli&query_place_id=ChIJy7j_j0ZawokRrnTeTM1Ke0s,Italian restaurant,6.3818160174060985,28.08,Popular,4.0–4.5
SAINT RESTAURANT BAR & SPEAKEASY,4.5,1078.0,136 2nd Ave,New York,New York,US,http://www.saintny.com/,+1 347-588-9817,New American restaurant,American restaurant,Banquet hall,Bar,Event planner,Event venue,Lounge bar,Restaurant,Wedding planner,Wedding venue,,https://www.google.com/maps/search/?api=1&query=SAINT%20RESTAURANT%20BAR%20%26%20SPEAKEASY&query_place_id=ChIJ6atD-WRZwokRULgcZ4TWin8,New American restaurant,6.983789965258135,31.427,Popular,4.0–4.5
Jai Dee Restaurant | Thai | Brooklyn | NYC,4.7,702.0,420 7th Ave,Brooklyn,New York,US,https://jaideethainyc.com/?utm_source=google,+1 718-832-1544,Thai restaurant,Asian restaurant,Gluten-free restaurant,Noodle shop,Southeast Asian restaurant,Vegetarian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Jai%20Dee%20Restaurant%20%7C%20Thai%20%7C%20Brooklyn%20%7C%20NYC&query_place_id=ChIJvfRTieJawokRPYjKmp7v4Aw,Thai restaurant,6.555356891810665,30.81,Popular,4.5–5.0
El Castillo De Jagua Restaurant,4.4,1427.0,113 Rivington St,New York,New York,US,https://castillodejagua.com/?utm_source=google,+1 212-982-6412,Dominican restaurant,Breakfast restaurant,Caribbean restaurant,Caterer,Coffee shop,Latin American restaurant,Sandwich shop,Seafood restaurant,Spanish restaurant,,,https://www.google.com/maps/search/?api=1&query=El%20Castillo%20De%20Jagua%20Restaurant&query_place_id=ChIJB1mzOIFZwokRkElevjezXJw,Dominican restaurant,7.2640301428995295,31.962,Popular,4.0–4.5
Cafe 48 & Restaurant,4.1,218.0,212-09 48th Ave,Bayside,New York,US,https://www.cafe48oaklandgarden.com/,(347) 836-8857,Chinese restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%2048%20%26%20Restaurant&query_place_id=ChIJ0YTct-dhwokRwWqpEZ6IEIU,Chinese restaurant,5.389071729816501,22.095,Small,4.0–4.5
El Recuerdo,4.4,351.0,146-05 34th Ave,Flushing,New York,US,,(718) 359-1370,Colombian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Recuerdo&query_place_id=ChIJRd_IJR9gwokRl1hFw6fvXp4,Colombian restaurant,5.863631175598097,25.8,Small,4.0–4.5
Tony's Pier,4.3,6026.0,1 City Island Ave,Bronx,New York,US,https://www.tonyspiercityisland.com/,(718) 885-1424,Seafood restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tony's%20Pier&query_place_id=ChIJBdUigIWLwokRJvFIxrTgr8s,Seafood restaurant,8.704004653483045,37.427,Viral,4.0–4.5
Tarim Uyghur Restaurant,4.6,98.0,147-48 Northern Blvd,Flushing,New York,US,https://www.beyondmenu.com/59913.aspx,(718) 799-0415,Uyghur cuisine restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tarim%20Uyghur%20Restaurant&query_place_id=ChIJM43HZSphwokR-4ml0XtkYI4,Uyghur cuisine restaurant,4.59511985013459,21.138,Micro,4.5–5.0
Johnny's Reef,4.4,9379.0,2 City Island Ave,Bronx,New York,US,https://johnnysreefrestaurant.com/,(718) 885-2086,Seafood restaurant,Fast food restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Johnny's%20Reef&query_place_id=ChIJh4kgf4-LwokRNpMUb_r4n70,Seafood restaurant,9.14633504200027,40.244,Viral,4.0–4.5
PJ Brady's Bar & Restaurant,4.5,391.0,3201 Philip Ave,Bronx,New York,US,https://pjbradysmenu.com/?utm_source=gbp,(718) 931-3250,Pizza restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=PJ%20Brady's%20Bar%20%26%20Restaurant&query_place_id=ChIJ0Vm-qGqLwokRztbl30W9j5k,Pizza restaurant,5.971261839790462,26.871,Small,4.0–4.5
Jungme Gukbop - Korean Pork bone soup restaurant,4.7,98.0,35-04 154th St,Flushing,New York,US,,(347) 542-3489,Korean restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jungme%20Gukbop%20-%20Korean%20Pork%20bone%20soup%20restaurant&query_place_id=ChIJZcHHFflhwokRa-ZpOvCB0AU,Korean restaurant,4.59511985013459,21.597,Micro,4.5–5.0
El Paso Mexican Restaurant,4.3,25.0,40-45 235th St,Douglaston,New York,US,,(718) 225-2209,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Mexican%20Restaurant&query_place_id=ChIJT_2MBNWLwokRBL4GHKblts0,Mexican restaurant,3.258096538021482,14.01,Micro,4.0–4.5
The Soul Spot,4.2,1291.0,302 Atlantic Ave,Brooklyn,New York,US,http://www.soulspotrestaurant.com/,+1 718-596-9933,Soul food restaurant,Barbecue restaurant,Breakfast restaurant,Brunch restaurant,Chicken restaurant,Family restaurant,Fast food restaurant,Restaurant,Small plates restaurant,,,https://www.google.com/maps/search/?api=1&query=The%20Soul%20Spot&query_place_id=ChIJua292E1awokRtj7K3ujLMLc,Soul food restaurant,7.163946684342547,30.089,Popular,4.0–4.5
La Nacional,4.5,1177.0,239 W 14th St,New York,New York,US,https://lanacional.org/,+1 917-388-2888,Spanish restaurant,Event venue,Historical society,Tapas restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Nacional&query_place_id=ChIJLad6cb5ZwokRSVl4rg6sfys,Spanish restaurant,7.071573364211532,31.822,Popular,4.0–4.5
Guarapo Latin Fusion,4.6,747.0,58 N 3rd St,Brooklyn,New York,US,https://guarapobrooklyn.com/,+1 718-576-3953,Latin American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Guarapo%20Latin%20Fusion&query_place_id=ChIJ5bcaq4FZwokRr9FKtt0wE-M,Latin American restaurant,6.617402977974478,30.44,Popular,4.5–5.0
Upland,4.5,2422.0,345 Park Ave S,New York,New York,US,https://uplandnyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,+1 212-686-1006,Restaurant,American restaurant,Bar,Californian restaurant,Italian restaurant,Takeout restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Upland&query_place_id=ChIJWVD7FadZwokRs_pS6XY7VOU,Restaurant,7.792761720816526,35.067,Viral,4.0–4.5
Dock Asian Eatery,4.4,752.0,22 Wyckoff Ave,Brooklyn,New York,US,http://www.dockasianeatery.com/,+1 718-821-3900,Asian restaurant,Asian fusion restaurant,Japanese restaurant,Ramen restaurant,Thai restaurant,Vietnamese restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Dock%20Asian%20Eatery&query_place_id=ChIJU6FumT9dwokRZhtt72BTysU,Asian restaurant,6.6240652277998935,29.146,Popular,4.0–4.5
Charm Bar & Restaurant,4.7,3831.0,448 Dean St,Brooklyn,New York,US,https://charmbarrestaurant.com/?utm_source=google,+1 347-799-2345,Caribbean restaurant,Bar & grill,Brunch restaurant,Caterer,Cocktail bar,Jamaican restaurant,Soul food restaurant,Wine bar,,,,https://www.google.com/maps/search/?api=1&query=Charm%20Bar%20%26%20Restaurant&query_place_id=ChIJgRd23gFbwokRFaACKwWIF7E,Caribbean restaurant,8.251142139090751,38.78,Viral,4.5–5.0
Il Cortile,4.4,2354.0,125 Mulberry St,New York,New York,US,http://ilcortile.com/,+1 212-226-6060,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Il%20Cortile&query_place_id=ChIJOQ8A1IlZwokRd4ZMRvOMQ3o,Italian restaurant,7.764296006450518,34.163,Viral,4.0–4.5
Monarch Izakaya Restaurant,4.5,358.0,146 Metropolitan Ave,Brooklyn,New York,US,https://monarchrestaurantbk.com/,+1 917-909-1596,Izakaya restaurant,Event venue,Japanese restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Monarch%20Izakaya%20Restaurant&query_place_id=ChIJ6_M75OhZwokRiuRfFsoX7K8,Izakaya restaurant,5.883322388488279,26.475,Small,4.0–4.5
Antique Garage Soho,4.3,1081.0,41 Mercer St,New York,New York,US,http://www.antiquegaragesoho.com/,+1 212-219-1019,Mediterranean restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Antique%20Garage%20Soho&query_place_id=ChIJ99u7xItZwokRuPChc-s0AJk,Mediterranean restaurant,6.9865664594064265,30.042,Popular,4.0–4.5
Bridge Coffee Shop,4.3,419.0,73 Bridge St,Brooklyn,New York,US,,+1 718-797-0825,Spanish restaurant,Dominican restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bridge%20Coffee%20Shop&query_place_id=ChIJ8ao_FTNawokRSa6Jj6O9ljk,Spanish restaurant,6.040254711277414,25.973,Small,4.0–4.5
Twist,4.6,371.0,4202 3rd Ave,Brooklyn,New York,US,https://twistrestaurantbrooklyn.com/,+1 646-838-4938,Seafood restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Twist&query_place_id=ChIJlbrIc1NbwokR0J9f3ZSsd9I,Seafood restaurant,5.918893854273146,27.227,Small,4.5–5.0
Sevilla,4.3,1320.0,62 Charles St,New York,New York,US,http://www.sevillarestaurantandbar.com/,+1 212-929-3189,Spanish restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sevilla&query_place_id=ChIJpx2fW5RZwokRge-7dBOrTSQ,Spanish restaurant,7.186144304522325,30.9,Popular,4.0–4.5
Kokomo Restaurant & Lounge,4.4,3126.0,65 Kent Ave,Brooklyn,New York,US,https://www.kokomonyc.com/,+1 347-799-1312,Caribbean restaurant,Jamaican restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kokomo%20Restaurant%20%26%20Lounge&query_place_id=ChIJ9-EhOXlZwokRSdB_B9mYM30,Caribbean restaurant,8.047829357457841,35.41,Viral,4.0–4.5
Veselka,4.6,7710.0,144 2nd Ave,New York,New York,US,https://www.veselka.com/,+1 212-228-9682,Ukrainian restaurant,Breakfast restaurant,Diner,Hamburger restaurant,Lunch restaurant,Meal delivery,Takeout restaurant,Restaurant,Sandwich shop,,,https://www.google.com/maps/search/?api=1&query=Veselka&query_place_id=ChIJlxDiXJxZwokRp4HHbeYqXXU,Ukrainian restaurant,8.95040315983296,41.172,Viral,4.5–5.0
TAO Downtown Restaurant,4.3,5492.0,92 9th Ave,New York,New York,US,https://taogroup.com/venues/tao-downtown-new-york/,+1 212-888-2724,Asian fusion restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TAO%20Downtown%20Restaurant&query_place_id=ChIJKaKVI79ZwokRN8WicODOIAw,Asian fusion restaurant,8.61122983334262,37.028,Viral,4.0–4.5
